Time for Cap.1 (min);Ratio 350 nm / 330 nm for Cap.1 ;Time for Cap.1 (min);Turbidity for Cap.1 ;Time for Cap.1 (min);Cumulant Radius for Cap.1 (nm);Time for Cap.2 (min);Ratio 350 nm / 330 nm for Cap.2 ;Time for Cap.2 (min);Turbidity for Cap.2 ;Time for Cap.2 (min);Cumulant Radius for Cap.2 (nm);Time for Cap.3 (min);Ratio 350 nm / 330 nm for Cap.3 ;Time for Cap.3 (min);Turbidity for Cap.3 ;Time for Cap.3 (min);Cumulant Radius for Cap.3 (nm);Time for Cap.4 (min);Ratio 350 nm / 330 nm for Cap.4 ;Time for Cap.4 (min);Turbidity for Cap.4 ;Time for Cap.4 (min);Cumulant Radius for Cap.4 (nm);Time for Cap.5 (min);Ratio 350 nm / 330 nm for Cap.5 ;Time for Cap.5 (min);Turbidity for Cap.5 ;Time for Cap.5 (min);Cumulant Radius for Cap.5 (nm);Time for Cap.6 (min);Ratio 350 nm / 330 nm for Cap.6 ;Time for Cap.6 (min);Turbidity for Cap.6 ;Time for Cap.6 (min);Cumulant Radius for Cap.6 (nm);Time for Cap.7 (min);Ratio 350 nm / 330 nm for Cap.7 ;Time for Cap.7 (min);Turbidity for Cap.7 ;Time for Cap.7 (min);Cumulant Radius for Cap.7 (nm)
620.6521;0.2579153;620.6521;83.13565;0;0;620.6521;0.2559601;620.6521;83.23843;0;0;620.6521;0.2741179;620.6521;81.283;0;0;620.6521;1.557349;620.6521;100.8508;0;0;620.6521;1.082663;620.6521;89.74422;0;0;620.6521;1.014336;620.6521;90.38534;0;0;620.6521;1.415539;620.6521;90.06322;0;0
621.3187;0.2574366;621.3187;83.31654;0;0;621.3187;0.2562325;621.3187;83.43404;0;0;621.3187;0.2722145;621.3187;81.22064;0;0;621.3354;1.551856;621.3354;100.8945;0;0;621.3354;1.080191;621.3354;89.98161;0;0;621.3354;1.015418;621.3354;90.54225;0;0;621.3521;1.416067;621.3521;90.21449;0;0
630.6688;0.258871;630.6688;83.19373;0;0;630.6521;0.2569014;630.6521;83.1218;0;0;630.6521;0.2701471;630.6521;81.21732;0;0;630.6521;1.553867;630.6521;100.8616;0;0;630.6521;1.082887;630.6521;89.84304;0;0;630.6521;1.013945;630.6521;90.51923;0;0;630.6521;1.417333;630.6521;90.23337;0;0
631.3187;0.2585002;631.3187;83.33476;0;0;631.3187;0.2574566;631.3187;83.40961;0;0;631.3354;0.2723389;631.3354;81.2479;0;0;631.3354;1.557378;631.3354;100.8671;0;0;631.3354;1.08191;631.3354;90.02573;0;0;631.3521;1.016331;631.3521;90.56597;0;0;631.3521;1.417429;631.3521;90.40918;0;0
640.6688;0.2592211;640.6688;83.20555;0;0;640.6688;0.2575794;640.6688;83.24567;0;0;640.6688;0.2685935;640.6688;81.28769;0;0;640.6521;1.556409;640.6521;100.8541;0;0;640.6521;1.080286;640.6521;89.82207;0;0;640.6521;1.0181;640.6521;90.52435;0;0;640.6521;1.419354;640.6521;90.39261;0;0
641.3187;0.2585654;641.3187;83.36427;0;0;641.3187;0.2580265;641.3187;83.43742;0;0;641.3354;0.2745564;641.3354;81.30725;0;0;641.3354;1.556526;641.3354;100.932;0;0;641.3354;1.083727;641.3354;89.9641;0;0;641.3521;1.017671;641.3521;90.54771;0;0;641.3521;1.42075;641.3521;90.49947;0;0
650.6688;0.2585202;650.6688;83.18674;0;0;650.6688;0.2572595;650.6688;83.34402;0;0;650.6688;0.278989;650.6688;81.29216;0;0;650.6688;1.557009;650.6688;100.8055;0;0;650.6521;1.081903;650.6521;89.72205;0;0;650.6521;1.021032;650.6521;90.62769;0;0;650.6521;1.420434;650.6521;90.47881;0;0
651.3187;0.2586243;651.3187;83.36986;0;0;651.3187;0.257261;651.3187;83.42334;0;0;651.3354;0.2725059;651.3354;81.31097;0;0;651.3354;1.5592;651.3354;100.9476;0;0;651.3354;1.083816;651.3354;89.90421;0;0;651.3521;1.018335;651.3521;90.59952;0;0;651.3521;1.422686;651.3521;90.63745;0;0
660.6688;0.2582764;660.6688;83.15066;0;0;660.6688;0.2573838;660.6688;83.3633;0;0;660.6688;0.2740326;660.6688;81.27674;0;0;660.6688;1.554717;660.6688;100.7531;0;0;660.6688;1.082635;660.6688;89.73138;0;0;660.6688;1.020816;660.6688;90.68382;0;0;660.6521;1.421188;660.6521;90.62014;0;0
661.3187;0.2584139;661.3187;83.35901;0;0;661.3187;0.2578406;661.3187;83.4598;0;0;661.3354;0.2686622;661.3354;81.27927;0;0;661.3354;1.555634;661.3354;100.9297;0;0;661.3521;1.081417;661.3521;89.91364;0;0;661.3521;1.020745;661.3521;90.65118;0;0;661.3521;1.420864;661.3521;90.80724;0;0
670.6688;0.2581537;670.6688;83.20193;0;0;670.6688;0.2576861;670.6688;83.28859;0;0;670.6688;0.273524;670.6688;81.2527;0;0;670.6688;1.554398;670.6688;100.8193;0;0;670.6688;1.082531;670.6688;89.84762;0;0;670.6688;1.022558;670.6688;90.6678;0;0;670.6688;1.422871;670.6688;90.74903;0;0
671.3187;0.2590202;671.3187;83.35247;0;0;671.3354;0.2578788;671.3354;83.43443;0;0;671.3354;0.2716552;671.3354;81.3299;0;0;671.3354;1.55565;671.3354;100.9232;0;0;671.3521;1.081627;671.3521;90.00024;0;0;671.3521;1.020911;671.3521;90.73357;0;0;671.3521;1.426692;671.3521;90.9675;0;0
680.6521;0.2571852;680.6521;83.20741;0;0;680.6521;0.2581366;680.6521;83.30604;0;0;680.6521;0.2724501;680.6521;81.25871;0;0;680.6521;1.558067;680.6521;100.8212;0;0;680.6521;1.08191;680.6521;89.90778;0;0;680.6521;1.021437;680.6521;90.79638;0;0;680.6521;1.428509;680.6521;90.88759;0;0
681.3187;0.2577663;681.3187;83.32746;0;0;681.3187;0.2575631;681.3187;83.44905;0;0;681.3187;0.2713239;681.3187;81.36761;0;0;681.3354;1.557335;681.3354;100.9443;0;0;681.3354;1.08141;681.3354;90.08485;0;0;681.3354;1.02239;681.3354;90.91143;0;0;681.3521;1.427239;681.3521;91.0524;0;0
690.6521;0.2587677;690.6521;83.24323;0;0;690.6521;0.2585982;690.6521;83.27638;0;0;690.6521;0.2747915;690.6521;81.24391;0;0;690.6521;1.554906;690.6521;100.8491;0;0;690.6521;1.080752;690.6521;90.05591;0;0;690.6521;1.022093;690.6521;90.88405;0;0;690.6521;1.428657;690.6521;91.07256;0;0
691.3187;0.2588809;691.3187;83.34892;0;0;691.3187;0.2589949;691.3187;83.49601;0;0;691.3187;0.2758029;691.3187;81.28663;0;0;691.3354;1.555421;691.3354;100.9152;0;0;691.3354;1.083597;691.3354;90.20589;0;0;691.3354;1.023226;691.3354;91.0488;0;0;691.3521;1.42896;691.3521;91.16026;0;0
700.6521;0.2591824;700.6521;83.21777;0;0;700.6521;0.2581186;700.6521;83.3033;0;0;700.6521;0.2737304;700.6521;81.24274;0;0;700.6521;1.551874;700.6521;100.9195;0;0;700.6521;1.082675;700.6521;90.04358;0;0;700.6521;1.023144;700.6521;91.01248;0;0;700.6521;1.427338;700.6521;91.17222;0;0
701.3187;0.2573464;701.3187;83.2894;0;0;701.3187;0.2590392;701.3187;83.50481;0;0;701.3187;0.2724786;701.3187;81.33676;0;0;701.3354;1.555711;701.3354;100.9366;0;0;701.3354;1.080245;701.3354;90.28385;0;0;701.3354;1.02667;701.3354;91.04796;0;0;701.3521;1.426988;701.3521;91.30251;0;0
710.6521;0.2577604;710.6521;83.18583;0;0;710.6521;0.2583906;710.6521;83.32739;0;0;710.6521;0.274125;710.6521;81.3197;0;0;710.6521;1.555938;710.6521;100.8748;0;0;710.6521;1.083861;710.6521;90.02344;0;0;710.6521;1.028835;710.6521;91.09041;0;0;710.6521;1.43024;710.6521;91.26852;0;0
711.3187;0.2594336;711.3187;83.36431;0;0;711.3187;0.2586353;711.3187;83.50255;0;0;711.3187;0.2744014;711.3187;81.26127;0;0;711.3354;1.554194;711.3354;100.9067;0;0;711.3354;1.082634;711.3354;90.24605;0;0;711.3354;1.026297;711.3354;91.14577;0;0;711.3521;1.434096;711.3521;91.48371;0;0
720.6521;0.2589286;720.6521;83.1469;0;0;720.6521;0.2582545;720.6521;83.29501;0;0;720.6521;0.2726996;720.6521;81.27694;0;0;720.6521;1.555377;720.6521;100.8533;0;0;720.6521;1.082218;720.6521;89.90977;0;0;720.6521;1.029177;720.6521;91.22074;0;0;720.6521;1.432347;720.6521;91.44151;0;0
721.3187;0.2590918;721.3187;83.40829;0;0;721.3187;0.2590103;721.3187;83.48202;0;0;721.3187;0.273428;721.3187;81.2718;0;0;721.3354;1.55638;721.3354;100.9697;0;0;721.3354;1.081369;721.3354;90.07877;0;0;721.3354;1.027166;721.3354;91.25385;0;0;721.3521;1.433196;721.3521;91.61218;0;0
730.6688;0.259173;730.6688;83.19337;0;0;730.6688;0.258817;730.6688;83.32928;0;0;730.6521;0.2741513;730.6521;81.28819;0;0;730.6521;1.557333;730.6521;100.7972;0;0;730.6521;1.083088;730.6521;90.096;0;0;730.6521;1.032891;730.6521;91.35722;0;0;730.6521;1.433034;730.6521;91.62553;0;0
731.3187;0.260152;731.3187;83.44788;0;0;731.3187;0.2592508;731.3187;83.50317;0;0;731.3354;0.2739834;731.3354;81.36361;0;0;731.3354;1.558942;731.3354;101.0132;0;0;731.3354;1.084846;731.3354;90.05376;0;0;731.3521;1.031674;731.3521;91.45377;0;0;731.3521;1.437163;731.3521;91.79102;0;0
740.6688;0.2586873;740.6688;83.28007;0;0;740.6688;0.2607003;740.6688;83.44154;0;0;740.6688;0.2766488;740.6688;81.36198;0;0;740.6521;1.555662;740.6521;100.8478;0;0;740.6521;1.08356;740.6521;90.17586;0;0;740.6521;1.03302;740.6521;91.5306;0;0;740.6521;1.435586;740.6521;91.80788;0;0
741.3187;0.259737;741.3187;83.4886;0;0;741.3187;0.2606438;741.3187;83.59033;0;0;741.3354;0.2732364;741.3354;81.4745;0;0;741.3354;1.560276;741.3354;101.0045;0;0;741.3354;1.081566;741.3354;90.29687;0;0;741.3521;1.031443;741.3521;91.59819;0;0;741.3521;1.436363;741.3521;92.01544;0;0
750.6688;0.2596853;750.6688;83.40807;0;0;750.6688;0.2603772;750.6688;83.60144;0;0;750.6688;0.2740009;750.6688;81.40504;0;0;750.6688;1.557221;750.6688;100.9548;0;0;750.6521;1.083545;750.6521;90.23298;0;0;750.6521;1.035894;750.6521;91.63248;0;0;750.6521;1.440406;750.6521;91.97955;0;0
751.3187;0.2592207;751.3187;83.48769;0;0;751.3187;0.2598853;751.3187;83.70554;0;0;751.3354;0.2728709;751.3354;81.40858;0;0;751.3354;1.554653;751.3354;101.0932;0;0;751.3354;1.083205;751.3354;90.43213;0;0;751.3521;1.033573;751.3521;91.71474;0;0;751.3521;1.437202;751.3521;92.1346;0;0
760.6688;0.2601336;760.6688;83.38562;0;0;760.6688;0.261433;760.6688;83.40543;0;0;760.6688;0.2727549;760.6688;81.38139;0;0;760.6688;1.555983;760.6688;101.0553;0;0;760.6688;1.083924;760.6688;90.21272;0;0;760.6688;1.038238;760.6688;91.8083;0;0;760.6521;1.436131;760.6521;92.08085;0;0
761.3187;0.2601998;761.3187;83.55022;0;0;761.3354;0.2611455;761.3354;83.52863;0;0;761.3354;0.272207;761.3354;81.43748;0;0;761.3354;1.554364;761.3354;101.1179;0;0;761.3521;1.082963;761.3521;90.3316;0;0;761.3521;1.035512;761.3521;91.87856;0;0;761.3521;1.439016;761.3521;92.2747;0;0
770.6688;0.2593713;770.6688;83.44833;0;0;770.6688;0.2632731;770.6688;83.29967;0;0;770.6688;0.2743239;770.6688;81.38789;0;0;770.6688;1.55478;770.6688;101.0593;0;0;770.6688;1.084256;770.6688;90.14089;0;0;770.6688;1.03985;770.6688;91.99686;0;0;770.6688;1.438047;770.6688;92.24059;0;0
771.3187;0.2604175;771.3187;83.63502;0;0;771.3354;0.2609805;771.3354;83.28824;0;0;771.3354;0.275942;771.3354;81.49854;0;0;771.3354;1.554647;771.3354;101.1042;0;0;771.3521;1.083175;771.3521;90.12812;0;0;771.3521;1.039908;771.3521;92.06709;0;0;771.3521;1.440005;771.3521;92.44998;0;0
780.6521;0.2598007;780.6521;83.47913;0;0;780.6521;0.2626132;780.6521;83.243;0;0;780.6521;0.2767537;780.6521;81.47678;0;0;780.6521;1.554369;780.6521;100.9098;0;0;780.6521;1.084345;780.6521;90.0463;0;0;780.6521;1.041616;780.6521;92.19822;0;0;780.6521;1.440135;780.6521;92.41604;0;0
781.3021;0.259187;781.3021;83.68585;0;0;781.3187;0.2609352;781.3187;83.38473;0;0;781.3187;0.2721883;781.3187;81.56805;0;0;781.3187;1.555807;781.3187;101.1683;0;0;781.3354;1.083125;781.3354;90.10571;0;0;781.3354;1.042746;781.3354;92.2868;0;0;781.3354;1.43912;781.3354;92.55263;0;0
790.6521;0.2601081;790.6521;83.52011;0;0;790.6521;0.2627571;790.6521;83.38406;0;0;790.6521;0.2745348;790.6521;81.50576;0;0;790.6521;1.554889;790.6521;100.9593;0;0;790.6521;1.083201;790.6521;90.06262;0;0;790.6521;1.043852;790.6521;92.38092;0;0;790.6521;1.444042;790.6521;92.61419;0;0
791.3187;0.2606442;791.3187;83.66633;0;0;791.3187;0.2627693;791.3187;83.56458;0;0;791.3187;0.2738536;791.3187;81.60391;0;0;791.3354;1.558071;791.3354;101.1469;0;0;791.3354;1.082476;791.3354;90.2016;0;0;791.3354;1.04616;791.3354;92.5024;0;0;791.3521;1.445292;791.3521;92.77061;0;0
800.6521;0.260393;800.6521;83.57502;0;0;800.6521;0.263971;800.6521;83.43968;0;0;800.6521;0.2745982;800.6521;81.52547;0;0;800.6521;1.553209;800.6521;101.1556;0;0;800.6521;1.083453;800.6521;90.14323;0;0;800.6521;1.047393;800.6521;92.60828;0;0;800.6521;1.442075;800.6521;92.67575;0;0
801.3187;0.2602018;801.3187;83.71637;0;0;801.3187;0.2640978;801.3187;83.44291;0;0;801.3187;0.2749954;801.3187;81.57784;0;0;801.3354;1.557419;801.3354;101.1763;0;0;801.3354;1.082289;801.3354;90.24036;0;0;801.3354;1.047891;801.3354;92.68368;0;0;801.3521;1.442556;801.3521;92.85093;0;0
810.6521;0.2614784;810.6521;83.63139;0;0;810.6521;0.2660306;810.6521;83.27355;0;0;810.6521;0.2759793;810.6521;81.46949;0;0;810.6521;1.55413;810.6521;101.1519;0;0;810.6521;1.082281;810.6521;90.12254;0;0;810.6521;1.050303;810.6521;92.72217;0;0;810.6521;1.443232;810.6521;92.80633;0;0
811.3187;0.261016;811.3187;83.77477;0;0;811.3187;0.2642228;811.3187;83.23009;0;0;811.3187;0.2747822;811.3187;81.66848;0;0;811.3354;1.553605;811.3354;101.2135;0;0;811.3354;1.083598;811.3354;90.25887;0;0;811.3354;1.050639;811.3354;92.83344;0;0;811.3521;1.443581;811.3521;92.98141;0;0
820.6521;0.2617436;820.6521;83.62683;0;0;820.6521;0.2664216;820.6521;83.17953;0;0;820.6521;0.2734087;820.6521;81.61349;0;0;820.6521;1.556553;820.6521;100.9486;0;0;820.6521;1.084723;820.6521;90.19132;0;0;820.6521;1.053605;820.6521;92.95455;0;0;820.6521;1.440468;820.6521;93.06084;0;0
821.3187;0.2614418;821.3187;83.81933;0;0;821.3187;0.2682933;821.3187;83.24598;0;0;821.3187;0.2747647;821.3187;81.66529;0;0;821.3354;1.553143;821.3354;101.2442;0;0;821.3354;1.083583;821.3354;90.41325;0;0;821.3354;1.052486;821.3354;93.04034;0;0;821.3521;1.442795;821.3521;93.12126;0;0
830.6688;0.2619679;830.6688;83.61672;0;0;830.6521;0.2681751;830.6521;83.22762;0;0;830.6521;0.2748449;830.6521;81.58398;0;0;830.6521;1.554496;830.6521;101.0704;0;0;830.6521;1.082422;830.6521;90.30196;0;0;830.6521;1.056069;830.6521;93.19868;0;0;830.6521;1.44196;830.6521;93.15936;0;0
831.3187;0.2619497;831.3187;83.86629;0;0;831.3187;0.2676241;831.3187;83.34044;0;0;831.3354;0.2768819;831.3354;81.71525;0;0;831.3354;1.557784;831.3354;101.2602;0;0;831.3354;1.084676;831.3354;90.32713;0;0;831.3521;1.055847;831.3521;93.2849;0;0;831.3521;1.444273;831.3521;93.22555;0;0
840.6688;0.262584;840.6688;83.72495;0;0;840.6688;0.2687805;840.6688;83.27306;0;0;840.6521;0.2736931;840.6521;81.57241;0;0;840.6521;1.555641;840.6521;101.1299;0;0;840.6521;1.081933;840.6521;90.32212;0;0;840.6521;1.059371;840.6521;93.38036;0;0;840.6521;1.443506;840.6521;92.88206;0;0
841.3187;0.2625245;841.3187;83.83525;0;0;841.3187;0.2683045;841.3187;83.33825;0;0;841.3354;0.2770689;841.3354;81.74657;0;0;841.3354;1.554806;841.3354;101.2311;0;0;841.3354;1.083671;841.3354;90.44955;0;0;841.3521;1.059683;841.3521;93.50716;0;0;841.3521;1.440994;841.3521;92.81689;0;0
850.6688;0.263404;850.6688;83.77827;0;0;850.6688;0.2699347;850.6688;83.26457;0;0;850.6688;0.273541;850.6688;81.60914;0;0;850.6688;1.555418;850.6688;101.0611;0;0;850.6521;1.085068;850.6521;90.42197;0;0;850.6521;1.062385;850.6521;93.52251;0;0;850.6521;1.443042;850.6521;92.9138;0;0
851.3187;0.2625382;851.3187;83.82079;0;0;851.3187;0.269876;851.3187;83.45599;0;0;851.3354;0.2770937;851.3354;81.71982;0;0;851.3354;1.559828;851.3354;101.2704;0;0;851.3354;1.085634;851.3354;90.59625;0;0;851.3521;1.061769;851.3521;93.7419;0;0;851.3521;1.443028;851.3521;92.89249;0;0
860.6688;0.2629493;860.6688;83.66438;0;0;860.6688;0.2687068;860.6688;83.28859;0;0;860.6688;0.2784633;860.6688;81.67387;0;0;860.6688;1.551767;860.6688;101.1865;0;0;860.6688;1.082637;860.6688;90.53506;0;0;860.6688;1.063475;860.6688;93.93323;0;0;860.6521;1.444486;860.6521;93.10643;0;0
861.3187;0.2630666;861.3187;83.93237;0;0;861.3187;0.2696829;861.3187;83.42282;0;0;861.3354;0.2759205;861.3354;81.77136;0;0;861.3354;1.555697;861.3354;101.4175;0;0;861.3354;1.082168;861.3354;90.56795;0;0;861.3521;1.066978;861.3521;94.00192;0;0;861.3521;1.439942;861.3521;93.24795;0;0
870.6688;0.2631504;870.6688;83.73973;0;0;870.6688;0.2709656;870.6688;83.42155;0;0;870.6688;0.2753491;870.6688;81.72028;0;0;870.6688;1.554507;870.6688;101.2175;0;0;870.6688;1.084276;870.6688;90.49863;0;0;870.6688;1.067164;870.6688;94.25315;0;0;870.6521;1.445427;870.6521;93.15181;0;0
871.3187;0.2638228;871.3187;83.88406;0;0;871.3354;0.2698045;871.3354;83.42572;0;0;871.3354;0.2757933;871.3354;81.83627;0;0;871.3354;1.554069;871.3354;101.3722;0;0;871.3521;1.084392;871.3521;90.58618;0;0;871.3521;1.068562;871.3521;94.27453;0;0;871.3521;1.444797;871.3521;93.17728;0;0
880.6688;0.2643584;880.6688;83.72714;0;0;880.6688;0.2699686;880.6688;83.30413;0;0;880.6688;0.2786995;880.6688;81.67901;0;0;880.6688;1.553856;880.6688;100.9887;0;0;880.6688;1.087232;880.6688;90.5983;0;0;880.6688;1.069177;880.6688;94.27407;0;0;880.6688;1.441876;880.6688;92.89294;0;0
881.3187;0.2645541;881.3187;83.93094;0;0;881.3354;0.2685188;881.3354;83.5694;0;0;881.3354;0.2771361;881.3354;81.86724;0;0;881.3354;1.552627;881.3354;101.0244;0;0;881.3521;1.086492;881.3521;90.82191;0;0;881.3521;1.069427;881.3521;94.53133;0;0;881.3521;1.444587;881.3521;92.80299;0;0
890.6521;0.2647263;890.6521;83.90612;0;0;890.6521;0.2692683;890.6521;83.39164;0;0;890.6521;0.2787005;890.6521;81.70944;0;0;890.6521;1.55462;890.6521;101.0513;0;0;890.6521;1.087652;890.6521;90.8336;0;0;890.6521;1.074527;890.6521;94.5732;0;0;890.6521;1.440257;890.6521;92.96976;0;0
891.3021;0.264853;891.3021;84.03104;0;0;891.3187;0.2686081;891.3187;83.59701;0;0;891.3187;0.27769;891.3187;81.83707;0;0;891.3187;1.555053;891.3187;101.2857;0;0;891.3354;1.085882;891.3354;90.93436;0;0;891.3354;1.07197;891.3354;94.77594;0;0;891.3354;1.437844;891.3354;92.99177;0;0
900.6521;0.2653098;900.6521;84.06718;0;0;900.6521;0.2681413;900.6521;83.4909;0;0;900.6521;0.2795483;900.6521;81.83636;0;0;900.6521;1.554376;900.6521;101.1546;0;0;900.6521;1.085052;900.6521;90.87724;0;0;900.6521;1.075074;900.6521;94.98632;0;0;900.6521;1.438439;900.6521;93.01736;0;0
901.3021;0.2660985;901.3021;84.14105;0;0;901.3187;0.2689882;901.3187;83.57656;0;0;901.3187;0.2787673;901.3187;81.94559;0;0;901.3187;1.552029;901.3187;101.3607;0;0;901.3354;1.086928;901.3354;90.97208;0;0;901.3354;1.076961;901.3354;95.02402;0;0;901.3354;1.43927;901.3354;93.03122;0;0
910.6521;0.2670166;910.6521;83.99312;0;0;910.6521;0.2683494;910.6521;83.49979;0;0;910.6521;0.2803676;910.6521;81.89382;0;0;910.6521;1.552193;910.6521;101.1486;0;0;910.6521;1.086211;910.6521;90.97086;0;0;910.6521;1.076166;910.6521;95.21092;0;0;910.6521;1.440884;910.6521;92.9521;0;0
911.3187;0.2662038;911.3187;83.85656;0;0;911.3187;0.267651;911.3187;83.65026;0;0;911.3187;0.2763054;911.3187;81.95316;0;0;911.3354;1.549852;911.3354;101.2004;0;0;911.3354;1.086048;911.3354;91.05813;0;0;911.3354;1.075929;911.3354;95.33431;0;0;911.3521;1.439149;911.3521;93.06661;0;0
920.6521;0.2674212;920.6521;83.7082;0;0;920.6521;0.2676036;920.6521;83.55048;0;0;920.6521;0.2792341;920.6521;81.88795;0;0;920.6521;1.551988;920.6521;100.9574;0;0;920.6521;1.085502;920.6521;91.14684;0;0;920.6521;1.07979;920.6521;95.41103;0;0;920.6521;1.436464;920.6521;93.03247;0;0
921.3187;0.2676888;921.3187;83.75709;0;0;921.3187;0.268013;921.3187;83.7281;0;0;921.3187;0.281534;921.3187;82.01911;0;0;921.3354;1.55323;921.3354;100.9987;0;0;921.3354;1.085376;921.3354;91.22237;0;0;921.3354;1.080201;921.3354;95.60287;0;0;921.3521;1.436984;921.3521;93.18931;0;0
930.6688;0.2690918;930.6688;83.8225;0;0;930.6521;0.2670202;930.6521;83.60452;0;0;930.6521;0.2808423;930.6521;81.88966;0;0;930.6521;1.549013;930.6521;100.9657;0;0;930.6521;1.086499;930.6521;91.30994;0;0;930.6521;1.079665;930.6521;95.71091;0;0;930.6521;1.437565;930.6521;93.11005;0;0
931.3187;0.2691831;931.3187;84.03043;0;0;931.3187;0.2690907;931.3187;83.68503;0;0;931.3354;0.2825128;931.3354;81.98913;0;0;931.3354;1.554519;931.3354;101.1459;0;0;931.3354;1.086055;931.3354;91.37404;0;0;931.3521;1.081102;931.3521;95.8336;0;0;931.3521;1.435328;931.3521;93.16024;0;0
940.6688;0.2703714;940.6688;84.04372;0;0;940.6688;0.2671127;940.6688;83.57343;0;0;940.6521;0.2832828;940.6521;81.93562;0;0;940.6521;1.554671;940.6521;100.9735;0;0;940.6521;1.087054;940.6521;91.38255;0;0;940.6521;1.082484;940.6521;96.05148;0;0;940.6521;1.437492;940.6521;93.103;0;0
941.3187;0.2695749;941.3187;84.05978;0;0;941.3187;0.2667518;941.3187;83.74132;0;0;941.3354;0.2836824;941.3354;81.99924;0;0;941.3354;1.549005;941.3354;101.051;0;0;941.3354;1.086479;941.3354;91.47821;0;0;941.3521;1.084559;941.3521;96.12367;0;0;941.3521;1.43946;941.3521;93.0661;0;0
950.6688;0.2706144;950.6688;83.9474;0;0;950.6688;0.266437;950.6688;83.6617;0;0;950.6688;0.2813371;950.6688;81.94068;0;0;950.6688;1.550044;950.6688;101.0032;0;0;950.6521;1.086903;950.6521;91.52413;0;0;950.6521;1.085369;950.6521;96.28466;0;0;950.6521;1.438243;950.6521;93.04062;0;0
951.3187;0.2709732;951.3187;83.90464;0;0;951.3187;0.2669145;951.3187;83.78473;0;0;951.3354;0.2832899;951.3354;82.09538;0;0;951.3354;1.548132;951.3354;101.1306;0;0;951.3354;1.086195;951.3354;91.65037;0;0;951.3521;1.084145;951.3521;96.39381;0;0;951.3521;1.437022;951.3521;93.19575;0;0
960.6688;0.2722336;960.6688;83.79265;0;0;960.6688;0.2655505;960.6688;83.68926;0;0;960.6688;0.2839633;960.6688;81.95472;0;0;960.6688;1.553709;960.6688;100.9863;0;0;960.6688;1.085851;960.6688;91.75441;0;0;960.6521;1.088433;960.6521;96.67868;0;0;960.6521;1.436092;960.6521;93.00195;0;0
961.3187;0.2725336;961.3187;83.85921;0;0;961.3187;0.264978;961.3187;83.85236;0;0;961.3354;0.2808711;961.3354;82.09583;0;0;961.3354;1.554282;961.3354;101.1907;0;0;961.3354;1.088516;961.3354;91.81742;0;0;961.3521;1.087792;961.3521;96.78023;0;0;961.3521;1.433918;961.3521;93.25813;0;0
970.6688;0.2742334;970.6688;83.87573;0;0;970.6688;0.2664739;970.6688;83.72456;0;0;970.6688;0.2878349;970.6688;82.01946;0;0;970.6688;1.5526;970.6688;101.083;0;0;970.6688;1.088058;970.6688;91.88625;0;0;970.6688;1.089409;970.6688;96.9874;0;0;970.6688;1.433537;970.6688;93.05713;0;0
971.3187;0.274612;971.3187;83.9867;0;0;971.3354;0.2669885;971.3354;83.88478;0;0;971.3354;0.2815697;971.3354;82.14143;0;0;971.3354;1.551662;971.3354;101.1778;0;0;971.3521;1.089964;971.3521;91.96249;0;0;971.3521;1.088112;971.3521;97.08798;0;0;971.3521;1.435085;971.3521;93.11084;0;0
980.6688;0.2749861;980.6688;83.95609;0;0;980.6688;0.2649623;980.6688;83.76294;0;0;980.6688;0.2832405;980.6688;82.06973;0;0;980.6688;1.55206;980.6688;101.0528;0;0;980.6688;1.089617;980.6688;91.96343;0;0;980.6688;1.090417;980.6688;97.13239;0;0;980.6688;1.428117;980.6688;93.02858;0;0
981.3187;0.2747141;981.3187;83.99107;0;0;981.3354;0.2656229;981.3354;83.84168;0;0;981.3354;0.2835561;981.3354;82.14562;0;0;981.3354;1.556309;981.3354;101.1419;0;0;981.3521;1.090778;981.3521;92.06972;0;0;981.3521;1.091583;981.3521;97.07959;0;0;981.3521;1.432959;981.3521;93.13606;0;0
990.6521;0.2772892;990.6521;83.96008;0;0;990.6521;0.2645199;990.6521;83.70803;0;0;990.6521;0.2844219;990.6521;82.08724;0;0;990.6521;1.555349;990.6521;101.1508;0;0;990.6521;1.090994;990.6521;92.13013;0;0;990.6521;1.091163;990.6521;97.17564;0;0;990.6521;1.435678;990.6521;92.99514;0;0
991.3021;0.2764849;991.3021;84.04858;0;0;991.3187;0.2652207;991.3187;83.8876;0;0;991.3187;0.2840621;991.3187;82.19757;0;0;991.3187;1.550754;991.3187;101.282;0;0;991.3354;1.088955;991.3354;92.27554;0;0;991.3354;1.091897;991.3354;97.12873;0;0;991.3354;1.431783;991.3354;93.09004;0;0
1000.652;0.2787166;1000.652;83.9305;0;0;1000.652;0.2635822;1000.652;83.79211;0;0;1000.652;0.2882769;1000.652;82.14043;0;0;1000.652;1.550868;1000.652;101.1881;0;0;1000.652;1.089101;1000.652;92.32748;0;0;1000.652;1.092113;1000.652;97.35033;0;0;1000.652;1.427981;1000.652;92.97424;0;0
1001.302;0.2786447;1001.302;84.1592;0;0;1001.319;0.2619119;1001.319;83.90898;0;0;1001.319;0.2833473;1001.319;82.16725;0;0;1001.319;1.55063;1001.319;101.3251;0;0;1001.335;1.08831;1001.335;92.54228;0;0;1001.335;1.0962;1001.335;97.56694;0;0;1001.335;1.429554;1001.335;93.07312;0;0
1010.652;0.2795944;1010.652;83.99624;0;0;1010.652;0.2629136;1010.652;83.78072;0;0;1010.652;0.2856972;1010.652;82.22732;0;0;1010.652;1.555034;1010.652;101.1468;0;0;1010.652;1.090516;1010.652;92.59287;0;0;1010.652;1.09594;1010.652;97.7984;0;0;1010.652;1.427341;1010.652;92.95325;0;0
1011.319;0.2794695;1011.319;84.11674;0;0;1011.319;0.263374;1011.319;83.98038;0;0;1011.319;0.2891103;1011.319;82.32777;0;0;1011.335;1.55124;1011.335;101.2987;0;0;1011.335;1.088684;1011.335;92.6672;0;0;1011.335;1.095599;1011.335;97.9121;0;0;1011.352;1.430949;1011.352;93.04971;0;0
1020.652;0.280559;1020.652;84.034;0;0;1020.652;0.261987;1020.652;83.76582;0;0;1020.652;0.2888876;1020.652;82.20485;0;0;1020.652;1.549734;1020.652;101.2018;0;0;1020.652;1.090271;1020.652;92.90487;0;0;1020.652;1.095888;1020.652;97.99981;0;0;1020.652;1.427786;1020.652;92.89805;0;0
1021.319;0.2800575;1021.319;84.10203;0;0;1021.319;0.2617335;1021.319;83.99081;0;0;1021.319;0.2898672;1021.319;82.18311;0;0;1021.335;1.552983;1021.335;101.258;0;0;1021.335;1.091016;1021.335;92.92674;0;0;1021.335;1.0968;1021.335;97.99945;0;0;1021.352;1.426918;1021.352;93.03548;0;0
