Time for Cap.1 (min);Ratio 350 nm / 330 nm for Cap.1 ;Time for Cap.1 (min);350 nm for Cap.1 ;Time for Cap.1 (min);330 nm for Cap.1 ;Time for Cap.2 (min);Ratio 350 nm / 330 nm for Cap.2 ;Time for Cap.2 (min);350 nm for Cap.2 ;Time for Cap.2 (min);330 nm for Cap.2 ;Time for Cap.3 (min);Ratio 350 nm / 330 nm for Cap.3 ;Time for Cap.3 (min);350 nm for Cap.3 ;Time for Cap.3 (min);330 nm for Cap.3 ;Time for Cap.4 (min);Ratio 350 nm / 330 nm for Cap.4 ;Time for Cap.4 (min);350 nm for Cap.4 ;Time for Cap.4 (min);330 nm for Cap.4 ;Time for Cap.5 (min);Ratio 350 nm / 330 nm for Cap.5 ;Time for Cap.5 (min);350 nm for Cap.5 ;Time for Cap.5 (min);330 nm for Cap.5 ;Time for Cap.6 (min);Ratio 350 nm / 330 nm for Cap.6 ;Time for Cap.6 (min);350 nm for Cap.6 ;Time for Cap.6 (min);330 nm for Cap.6 ;Time for Cap.7 (min);Ratio 350 nm / 330 nm for Cap.7 ;Time for Cap.7 (min);350 nm for Cap.7 ;Time for Cap.7 (min);330 nm for Cap.7 
0.7020353;0.2553323;0.7020353;895.59;0.7020353;3507.548;0.6853687;0.2535243;0.6853687;458.055;0.6853687;1806.75;0.6853687;0.2715099;0.6853687;97.6275;0.6853687;359.5725;0.6853687;1.549062;0.6853687;5056.357;0.6853687;3264.143;0.6853687;1.074167;0.6853687;4362.435;0.6853687;4061.228;0.6853687;0.9852474;0.6853687;3277.282;0.6853687;3326.355;0.6853687;1.400014;0.6853687;3142.282;0.6853687;2244.465
1.352035;0.2563775;1.352035;899.0775;1.352035;3506.85;1.352035;0.2537854;1.352035;457.4475;1.352035;1802.498;1.368702;0.2693439;1.368702;96.885;1.368702;359.7075;1.368702;1.547244;1.368702;5099.895;1.368702;3296.115;1.368702;1.075646;1.368702;4368.105;1.368702;4060.913;1.385369;0.9849044;1.385369;3278.048;1.385369;3328.29;1.385369;1.400793;1.385369;3141.225;1.385369;2242.462
10.6687;0.2560814;10.6687;898.425;10.6687;3508.357;10.6687;0.2535368;10.6687;456.8625;10.6687;1801.958;10.6687;0.2698254;10.6687;96.9975;10.6687;359.4825;10.65204;1.552147;10.65204;5388.525;10.65204;3471.66;10.65204;1.074996;10.65204;4402.688;10.65204;4095.54;10.65204;0.9868683;10.65204;3314.183;10.65204;3358.282;10.65204;1.398656;10.65204;3105.405;10.65204;2220.278
11.3187;0.2558803;11.3187;898.3125;11.3187;3510.675;11.3187;0.2529595;11.3187;455.7825;11.3187;1801.8;11.33537;0.2702821;11.33537;97.4475;11.33537;360.54;11.33537;1.550831;11.33537;5404.928;11.33537;3485.183;11.33537;1.075118;11.33537;4402.8;11.33537;4095.18;11.35204;0.9883136;11.35204;3312.788;11.35204;3351.96;11.35204;1.39986;11.35204;3105.18;11.35204;2218.208
20.6687;0.2551705;20.6687;897.21;20.6687;3516.12;20.6687;0.2542045;20.6687;458.4375;20.6687;1803.42;20.6687;0.2701721;20.6687;97.11;20.6687;359.4375;20.6687;1.549484;20.6687;5497.47;20.6687;3547.935;20.6687;1.077506;20.6687;4426.132;20.6687;4107.757;20.65203;0.9923052;20.65203;3339.675;20.65203;3365.573;20.65203;1.39402;20.65203;3072.78;20.65203;2204.258
21.3187;0.2556499;21.3187;898.47;21.3187;3514.455;21.3187;0.2539526;21.3187;457.5375;21.3187;1801.665;21.33537;0.2690406;21.33537;96.7275;21.33537;359.5275;21.33537;1.552225;21.33537;5505.413;21.33537;3546.788;21.33537;1.075002;21.33537;4421.385;21.33537;4112.91;21.35203;0.9918227;21.35203;3337.583;21.35203;3365.1;21.35203;1.395624;21.35203;3067.177;21.35203;2197.71
30.6687;0.2553484;30.6687;897.5025;30.6687;3514.815;30.6687;0.2542858;30.6687;458.235;30.6687;1802.047;30.6687;0.2733421;30.6687;98.2125;30.6687;359.3025;30.6687;1.552243;30.6687;5556.78;30.6687;3579.84;30.6687;1.077543;30.6687;4445.438;30.6687;4125.533;30.6687;0.9933745;30.6687;3353.242;30.6687;3375.607;30.65203;1.39407;30.65203;3046.478;30.65203;2185.313
31.3187;0.2565003;31.3187;898.7175;31.3187;3503.768;31.33537;0.2535044;31.33537;456.9525;31.33537;1802.542;31.33537;0.2679217;31.33537;96.705;31.33537;360.945;31.33537;1.55293;31.33537;5566.928;31.33537;3584.79;31.35203;1.075339;31.35203;4433.467;31.35203;4122.855;31.35203;0.9919925;31.35203;3350.43;31.35203;3377.475;31.35203;1.395828;31.35203;3044.385;31.35203;2181.06
40.6687;0.2558385;40.6687;898.1775;40.6687;3510.72;40.6687;0.2542692;40.6687;458.3025;40.6687;1802.43;40.6687;0.272835;40.6687;98.46;40.6687;360.8775;40.6687;1.54806;40.6687;5572.913;40.6687;3599.933;40.6687;1.078273;40.6687;4453.11;40.6687;4129.853;40.6687;0.9943142;40.6687;3360.24;40.6687;3379.455;40.6687;1.392615;40.6687;3025.125;40.6687;2172.262
41.3187;0.255818;41.3187;896.58;41.3187;3504.758;41.33537;0.2538126;41.33537;457.2225;41.33537;1801.417;41.33537;0.2716212;41.33537;97.4475;41.33537;358.7625;41.33537;1.551368;41.33537;5580.248;41.33537;3596.985;41.35204;1.077797;41.35204;4449.397;41.35204;4128.232;41.35204;0.9929794;41.35204;3363.75;41.35204;3387.532;41.35204;1.392658;41.35204;3024.248;41.35204;2171.565
50.65203;0.2560244;50.65203;898.83;50.65203;3510.72;50.65203;0.2539016;50.65203;456.84;50.65203;1799.28;50.65203;0.2695462;50.65203;96.885;50.65203;359.4375;50.65203;1.548818;50.65203;5600.835;50.65203;3616.2;50.65203;1.077664;50.65203;4454.91;50.65203;4133.857;50.65203;0.9931444;50.65203;3367.035;50.65203;3390.278;50.65203;1.388076;50.65203;3005.865;50.65203;2165.49
51.30204;0.2570023;51.30204;900.135;51.30204;3502.44;51.3187;0.2544102;51.3187;458.505;51.3187;1802.228;51.3187;0.2728981;51.3187;98.01;51.3187;359.145;51.3187;1.548456;51.3187;5603.603;51.3187;3618.833;51.33537;1.078761;51.33537;4456.485;51.33537;4131.112;51.33537;0.9920824;51.33537;3366.18;51.33537;3393.045;51.33537;1.392276;51.33537;3007.597;51.33537;2160.202
60.65203;0.2553343;60.65203;895.5225;60.65203;3507.255;60.65203;0.2547647;60.65203;458.6625;60.65203;1800.338;60.65203;0.268058;60.65203;96.525;60.65203;360.09;60.65203;1.551029;60.65203;5610.263;60.65203;3617.123;60.65203;1.077795;60.65203;4457.947;60.65203;4136.175;60.65203;0.9941534;60.65203;3374.415;60.65203;3394.26;60.65203;1.3899;60.65203;2992.208;60.65203;2152.823
61.30204;0.2560164;61.30204;897.12;61.30204;3504.15;61.3187;0.2551654;61.3187;459.8775;61.3187;1802.272;61.3187;0.2711652;61.3187;97.29;61.3187;358.785;61.3187;1.55105;61.3187;5608.417;61.3187;3615.885;61.33537;1.076665;61.33537;4455.675;61.33537;4138.402;61.33537;0.9935073;61.33537;3370.635;61.33537;3392.663;61.33537;1.386958;61.33537;2991.397;61.33537;2156.805
70.65203;0.255821;70.65203;898.3575;70.65203;3511.665;70.65203;0.2541018;70.65203;457.5375;70.65203;1800.608;70.65203;0.2723019;70.65203;98.2125;70.65203;360.675;70.65203;1.548905;70.65203;5625.022;70.65203;3631.613;70.65203;1.079364;70.65203;4468.252;70.65203;4139.708;70.65203;0.9926092;70.65203;3375.383;70.65203;3400.515;70.65203;1.386853;70.65203;2982.465;70.65203;2150.528
71.3187;0.2558166;71.3187;895.7925;71.3187;3501.698;71.3187;0.2536055;71.3187;456.1875;71.3187;1798.807;71.3187;0.267807;71.3187;96.525;71.3187;360.4275;71.33537;1.549599;71.33537;5629.252;71.33537;3632.715;71.33537;1.078025;71.33537;4458.78;71.33537;4136.063;71.33537;0.9952401;71.33537;3377.835;71.33537;3393.99;71.35204;1.388633;71.35204;2983.95;71.35204;2148.84
80.65203;0.2564275;80.65203;901.0125;80.65203;3513.712;80.65203;0.2543793;80.65203;459.0675;80.65203;1804.657;80.65203;0.2700725;80.65203;97.1775;80.65203;359.82;80.65203;1.549944;80.65203;5638.77;80.65203;3638.048;80.65203;1.079526;80.65203;4471.155;80.65203;4141.777;80.65203;0.9957903;80.65203;3384.968;80.65203;3399.278;80.65203;1.384077;80.65203;2975.873;80.65203;2150.077
81.3187;0.2563081;81.3187;897.75;81.3187;3502.62;81.3187;0.2551596;81.3187;460.1025;81.3187;1803.195;81.3187;0.2691059;81.3187;96.975;81.3187;360.36;81.33537;1.548542;81.33537;5634.922;81.33537;3638.857;81.33537;1.077503;81.33537;4464.135;81.33537;4143.038;81.33537;0.9947115;81.33537;3381.345;81.33537;3399.323;81.35204;1.384892;81.35204;2970.833;81.35204;2145.173
90.65203;0.2564349;90.65203;898.65;90.65203;3504.397;90.65203;0.2557838;90.65203;461.205;90.65203;1803.105;90.65203;0.2747683;90.65203;99.405;90.65203;361.7775;90.65203;1.553404;90.65203;5648.422;90.65203;3636.157;90.65203;1.078901;90.65203;4474.395;90.65203;4147.178;90.65203;0.9935669;90.65203;3388.14;90.65203;3410.077;90.65203;1.38545;90.65203;2967.728;90.65203;2142.067
91.3187;0.2556607;91.3187;897.5475;91.3187;3510.698;91.3187;0.25455;91.3187;458.82;91.3187;1802.475;91.3187;0.2691536;91.3187;96.5925;91.3187;358.875;91.33537;1.556282;91.33537;5653.913;91.33537;3632.962;91.33537;1.078215;91.33537;4467.038;91.33537;4142.993;91.33537;0.9957796;91.33537;3386.948;91.33537;3401.302;91.35204;1.385201;91.35204;2968.627;91.35204;2143.103
100.652;0.2559261;100.652;897.84;100.652;3508.2;100.652;0.2556617;100.652;459.495;100.652;1797.277;100.652;0.2723794;100.652;97.695;100.652;358.6725;100.652;1.551231;100.652;5653.643;100.652;3644.617;100.652;1.078874;100.652;4473.652;100.652;4146.592;100.652;0.9918379;100.652;3390.345;100.652;3418.245;100.652;1.387634;100.652;2970.72;100.652;2140.853
101.3187;0.2562844;101.3187;898.3125;101.3187;3505.14;101.3187;0.2547477;101.3187;459.0675;101.3187;1802.047;101.3187;0.2701114;101.3187;97.155;101.3187;359.685;101.3354;1.548899;101.3354;5645.25;101.3354;3644.685;101.3354;1.079411;101.3354;4471.02;101.3354;4142.092;101.3354;0.9974791;101.3354;3392.01;101.3354;3400.583;101.352;1.390905;101.352;2966.738;101.352;2132.955
110.6687;0.256182;110.6687;897.435;110.6687;3503.115;110.652;0.2539395;110.652;457.2225;110.652;1800.517;110.652;0.2692907;110.652;97.1325;110.652;360.6975;110.652;1.552207;110.652;5657.063;110.652;3644.528;110.652;1.080879;110.652;4479.705;110.652;4144.5;110.652;0.9951053;110.652;3394.147;110.652;3410.843;110.652;1.383322;110.652;2958.75;110.652;2138.873
111.3187;0.2557738;111.3187;897.795;111.3187;3510.113;111.3187;0.2548421;111.3187;458.5725;111.3187;1799.438;111.3354;0.2701638;111.3354;97.2225;111.3354;359.865;111.3354;1.55201;111.3354;5659.695;111.3354;3646.688;111.3354;1.077679;111.3354;4478.467;111.3354;4155.66;111.352;0.9954349;111.352;3395.115;111.352;3410.685;111.352;1.383607;111.352;2959.11;111.352;2138.692
120.6687;0.2565352;120.6687;900.225;120.6687;3509.167;120.6687;0.2538554;120.6687;457.785;120.6687;1803.33;120.6687;0.2714626;120.6687;97.47;120.6687;359.055;120.652;1.552236;120.652;5658.705;120.652;3645.518;120.652;1.079679;120.652;4482.382;120.652;4151.587;120.652;0.9937243;120.652;3388.163;120.652;3409.56;120.652;1.38533;120.652;2960.55;120.652;2137.073
121.3187;0.2560577;121.3187;898.7625;121.3187;3510;121.3187;0.2537757;121.3187;457.8525;121.3187;1804.162;121.3354;0.2703887;121.3354;97.2;121.3354;359.4825;121.3354;1.549597;121.3354;5658.638;121.3354;3651.683;121.3354;1.077834;121.3354;4473.292;121.3354;4150.26;121.352;0.9968565;121.352;3389.153;121.352;3399.84;121.352;1.385001;121.352;2956.387;121.352;2134.575
130.6687;0.2560182;130.6687;899.9775;130.6687;3515.288;130.6687;0.2532846;130.6687;456.75;130.6687;1803.307;130.6687;0.2714357;130.6687;98.01;130.6687;361.08;130.6687;1.551372;130.6687;5653.598;130.6687;3644.258;130.652;1.081217;130.652;4484.947;130.652;4148.055;130.652;0.9943907;130.652;3390.367;130.652;3409.492;130.652;1.383829;130.652;2959.087;130.652;2138.333
131.3187;0.2562683;131.3187;898.4925;131.3187;3506.063;131.3187;0.2546709;131.3187;458.505;131.3187;1800.382;131.3354;0.2695478;131.3354;97.11;131.3354;360.27;131.3354;1.552006;131.3354;5655.105;131.3354;3643.74;131.3354;1.079024;131.3354;4481.46;131.3354;4153.252;131.352;0.9954064;131.352;3393.45;131.352;3409.11;131.352;1.382204;131.352;2959.313;131.352;2141.01
140.6687;0.2555935;140.6687;897.3;140.6687;3510.653;140.6687;0.2545584;140.6687;459.2475;140.6687;1804.095;140.6687;0.2672848;140.6687;96.6375;140.6687;361.5525;140.6687;1.549661;140.6687;5662.462;140.6687;3654;140.6687;1.078742;140.6687;4482.765;140.6687;4155.547;140.6687;0.995386;140.6687;3397.792;140.6687;3413.542;140.652;1.383804;140.652;2961.337;140.652;2139.998
141.3187;0.2552969;141.3187;896.0175;141.3187;3509.708;141.3354;0.2546632;141.3354;459.2475;141.3354;1803.353;141.3354;0.272033;141.3354;97.785;141.3354;359.46;141.3354;1.549994;141.3354;5666.783;141.3354;3656.002;141.352;1.078619;141.352;4480.942;141.352;4154.333;141.352;0.99659;141.352;3393.022;141.352;3404.633;141.352;1.384237;141.352;2959.74;141.352;2138.175
150.6687;0.255951;150.6687;900.945;150.6687;3519.99;150.6687;0.2539185;150.6687;457.4475;150.6687;1801.552;150.6687;0.2714188;150.6687;97.5825;150.6687;359.5275;150.6687;1.549889;150.6687;5660.888;150.6687;3652.448;150.6687;1.080617;150.6687;4493.205;150.6687;4158;150.6687;0.9938897;150.6687;3399.952;150.6687;3420.855;150.6687;1.385012;150.6687;2963.205;150.6687;2139.48
151.3187;0.2560946;151.3187;898.1775;151.3187;3507.21;151.3354;0.2532717;151.3354;457.2225;151.3354;1805.265;151.3354;0.269385;151.3354;96.7725;151.3354;359.235;151.3354;1.548759;151.3354;5669.55;151.3354;3660.705;151.352;1.079744;151.352;4489.672;151.352;4158.09;151.352;0.9966714;151.352;3395.452;151.352;3406.792;151.352;1.387496;151.352;2967.052;151.352;2138.423
160.652;0.2554779;160.652;897.7275;160.652;3513.915;160.652;0.2547674;160.652;460.215;160.652;1806.412;160.652;0.2718997;160.652;98.1225;160.652;360.8775;160.652;1.549088;160.652;5681.07;160.652;3667.365;160.652;1.079742;160.652;4492.507;160.652;4160.723;160.652;0.9976002;160.652;3404.633;160.652;3412.823;160.652;1.385559;160.652;2963.565;160.652;2138.895
161.302;0.2559714;161.302;899.145;161.302;3512.677;161.3187;0.2533807;161.3187;457.425;161.3187;1805.287;161.3187;0.2700087;161.3187;97.3125;161.3187;360.405;161.3187;1.54954;161.3187;5676.277;161.3187;3663.202;161.3354;1.080369;161.3354;4486.388;161.3354;4152.645;161.3354;0.9958345;161.3354;3399.525;161.3354;3413.745;161.3354;1.383657;161.3354;2964.51;161.3354;2142.518
170.652;0.2567846;170.652;901.8225;170.652;3511.98;170.652;0.254559;170.652;460.755;170.652;1810.012;170.652;0.2692093;170.652;97.515;170.652;362.2275;170.652;1.549859;170.652;5680.935;170.652;3665.452;170.652;1.080286;170.652;4491.248;170.652;4157.46;170.652;0.9970059;170.652;3408.998;170.652;3419.235;170.652;1.386886;170.652;2971.147;170.652;2142.315
171.302;0.2554789;171.302;897.57;171.302;3513.285;171.3187;0.25545;171.3187;460.5975;171.3187;1803.083;171.3187;0.2686064;171.3187;96.795;171.3187;360.36;171.3187;1.554155;171.3187;5684.513;171.3187;3657.623;171.3354;1.07816;171.3354;4480.515;171.3354;4155.705;171.3354;0.9976117;171.3354;3402.27;171.3354;3410.415;171.3354;1.383341;171.3354;2965.14;171.3354;2143.462
180.652;0.2560478;180.652;899.01;180.652;3511.103;180.652;0.2546005;180.652;459.7875;180.652;1805.917;180.652;0.2714787;180.652;97.4025;180.652;358.785;180.652;1.551216;180.652;5685.908;180.652;3665.452;180.652;1.077973;180.652;4489.875;180.652;4165.11;180.652;0.9960022;180.652;3408.188;180.652;3421.867;180.652;1.387305;180.652;2972.7;180.652;2142.788
181.3187;0.2558537;181.3187;899.3475;181.3187;3515.085;181.3187;0.2548976;181.3187;459.63;181.3187;1803.195;181.3187;0.2708541;181.3187;97.605;181.3187;360.36;181.3354;1.550101;181.3354;5682.938;181.3354;3666.173;181.3354;1.080259;181.3354;4495.973;181.3354;4161.938;181.3354;0.9952771;181.3354;3404.43;181.3354;3420.585;181.352;1.382494;181.352;2969.887;181.352;2148.21
190.652;0.2564822;190.652;901.62;190.652;3515.333;190.652;0.2545781;190.652;459.81;190.652;1806.165;190.652;0.2712908;190.652;98.1225;190.652;361.6875;190.652;1.55144;190.652;5690.047;190.652;3667.59;190.652;1.080109;190.652;4502.295;190.652;4168.373;190.652;0.9977504;190.652;3412.935;190.652;3420.63;190.652;1.38438;190.652;2976.367;190.652;2149.965
191.3187;0.2561643;191.3187;899.01;191.3187;3509.505;191.3187;0.2548108;191.3187;459.72;191.3187;1804.162;191.3187;0.2678172;191.3187;97.065;191.3187;362.43;191.3354;1.551732;191.3354;5687.348;191.3354;3665.16;191.3354;1.079558;191.3354;4493.902;191.3354;4162.725;191.3354;0.9992228;191.3354;3413.272;191.3354;3415.927;191.352;1.382057;191.352;2970.067;191.352;2149.02
200.652;0.2564405;200.652;900.135;200.652;3510.113;200.652;0.2554573;200.652;462.105;200.652;1808.932;200.652;0.2776566;200.652;100.2375;200.652;361.0125;200.652;1.552434;200.652;5692.433;200.652;3666.78;200.652;1.08093;200.652;4502.385;200.652;4165.29;200.652;0.9963297;200.652;3414.24;200.652;3426.817;200.652;1.385904;200.652;2985.165;200.652;2153.948
201.3187;0.2562928;201.3187;900.5625;201.3187;3513.802;201.3187;0.2536388;201.3187;458.3475;201.3187;1807.088;201.3187;0.2680708;201.3187;96.795;201.3187;361.08;201.3354;1.548565;201.3354;5687.235;201.3354;3672.585;201.3354;1.078207;201.3354;4494.757;201.3354;4168.732;201.3354;0.9961679;201.3354;3409.92;201.3354;3423.038;201.352;1.38327;201.352;2979.585;201.352;2154.015
210.6687;0.256851;210.6687;902.8125;210.6687;3514.927;210.652;0.2535777;210.652;460.08;210.652;1814.355;210.652;0.2687772;210.652;97.425;210.652;362.475;210.652;1.550485;210.652;5691.848;210.652;3671.01;210.652;1.079877;210.652;4505.265;210.652;4172.018;210.652;0.9958469;210.652;3415.073;210.652;3429.315;210.652;1.387003;210.652;2989.373;210.652;2155.275
211.3187;0.2557756;211.3187;900.0225;211.3187;3518.798;211.3187;0.2538307;211.3187;458.0775;211.3187;1804.657;211.3354;0.2699676;211.3354;97.65;211.3354;361.71;211.3354;1.552266;211.3354;5692.027;211.3354;3666.915;211.3354;1.079962;211.3354;4501.732;211.3354;4168.417;211.352;0.9982819;211.352;3412.125;211.352;3417.998;211.352;1.384729;211.352;2983.163;211.352;2154.33
220.6687;0.2567818;220.6687;903.0375;220.6687;3516.75;220.6687;0.2550397;220.6687;461.43;220.6687;1809.248;220.6687;0.2697438;220.6687;97.83;220.6687;362.6775;220.652;1.550875;220.652;5699.453;220.652;3674.992;220.652;1.080689;220.652;4510.868;220.652;4174.065;220.652;0.9956773;220.652;3415.298;220.652;3430.125;220.652;1.382312;220.652;2986.042;220.652;2160.18
221.3187;0.2559636;221.3187;901.5075;221.3187;3522.015;221.3187;0.2543372;221.3187;460.1475;221.3187;1809.203;221.3354;0.2699639;221.3354;97.515;221.3354;361.215;221.3354;1.552659;221.3354;5700.735;221.3354;3671.595;221.3354;1.081301;221.3354;4510.868;221.3354;4171.703;221.352;0.997116;221.352;3415.073;221.352;3424.95;221.352;1.386638;221.352;2991.893;221.352;2157.66
230.6687;0.2553338;230.6687;900.18;230.6687;3525.502;230.6687;0.2537813;230.6687;460.1925;230.6687;1813.343;230.6687;0.2693898;230.6687;98.235;230.6687;364.6575;230.6687;1.552608;230.6687;5701.14;230.6687;3671.978;230.652;1.080625;230.652;4505.467;230.652;4169.317;230.652;0.9983527;230.652;3422.745;230.652;3428.393;230.652;1.385652;230.652;2992.478;230.652;2159.617
231.3187;0.2569279;231.3187;903.4875;231.3187;3516.502;231.3187;0.2554384;231.3187;462.3525;231.3187;1810.035;231.3354;0.2712065;231.3354;98.1225;231.3354;361.8;231.3354;1.551784;231.3354;5699.025;231.3354;3672.563;231.3354;1.081512;231.3354;4508.752;231.3354;4168.935;231.352;0.9993102;231.352;3422.498;231.352;3424.86;231.352;1.385575;231.352;2995.087;231.352;2161.62
240.6687;0.2550446;240.6687;898.6725;240.6687;3523.59;240.6687;0.2547669;240.6687;461.16;240.6687;1810.125;240.6687;0.2717007;240.6687;98.5275;240.6687;362.6325;240.6687;1.552698;240.6687;5707.237;240.6687;3675.69;240.6687;1.081705;240.6687;4515.592;240.6687;4174.515;240.652;0.9972553;240.652;3425.423;240.652;3434.85;240.652;1.38387;240.652;3000.15;240.652;2167.942
